employee_id,department,role_level,training_module_id,module_name,module_type,start_date,completion_date,completion_status,score,feedback_rating,time_spent_minutes,preferred_learning_style,last_login_date
E0007,IT,Associate,M14,Module 14,Quiz,2024-03-12,2024-03-13,Completed,62.0,2.0,38,Reading/Writing,14/03/24
E0007,IT,Associate,M15,Module 15,Video,2024-06-17,2024-06-26,Completed,,1.0,78,Reading/Writing,02/07/24
E0007,IT,Associate,M16,Module 16,Quiz,2024-01-10,2024-01-15,Completed,54.0,3.0,45,Reading/Writing,10/01/24
E0007,IT,Associate,M17,Module 17,Webinar,2024-03-20,2024-03-21,Completed,,4.0,6,Reading/Writing,30/03/24
E0007,IT,Associate,M2,Module 2,Video,2024-01-23,2024-01-23,Completed,,2.0,106,Reading/Writing,25/01/24
E0007,IT,Associate,M20,Module 20,Article,2024-03-14,,Incomplete,,,20,Reading/Writing,24/03/24
E0007,IT,Associate,M21,Module 21,Video,2024-05-26,2024-06-05,Completed,,3.0,29,Reading/Writing,31/05/24
E0007,IT,Associate,M22,Module 22,Quiz,2024-02-15,2024-02-16,Completed,69.0,2.0,45,Reading/Writing,21/02/24
E0007,IT,Associate,M24,Module 24,Article,2024-02-09,2024-02-11,Completed,,4.0,11,Reading/Writing,12/02/24
E0007,IT,Associate,M3,Module 3,Article,2024-04-04,,Incomplete,,,29,Reading/Writing,09/04/24
E0007,IT,Associate,M6,Module 6,Quiz,2024-01-17,,Dropped,,,13,Reading/Writing,28/01/24
E0007,IT,Associate,M8,Module 8,Video,2024-05-05,,Incomplete,,,51,Reading/Writing,20/05/24
E0007,IT,Associate,M9,Module 9,Webinar,2024-03-17,,Incomplete,,,42,Reading/Writing,30/03/24
E0008,Retail Banking,Associate,M1,Module 1,Video,2024-03-11,2024-03-15,Completed,,4.0,53,Reading/Writing,14/03/24
E0008,Retail Banking,Associate,M11,Module 11,Video,2024-04-19,2024-04-24,Completed,,2.0,14,Reading/Writing,30/04/24
E0008,Retail Banking,Associate,M13,Module 13,Quiz,2024-05-27,,Dropped,,,38,Reading/Writing,08/06/24
E0008,Retail Banking,Associate,M14,Module 14,Quiz,2024-02-16,,Dropped,,,55,Reading/Writing,01/03/24
E0008,Retail Banking,Associate,M16,Module 16,Quiz,2024-03-03,2024-03-08,Completed,86.0,1.0,8,Reading/Writing,09/03/24
E0008,Retail Banking,Associate,M19,Module 19,Webinar,2024-04-17,2024-04-21,Completed,,3.0,32,Reading/Writing,02/05/24
E0008,Retail Banking,Associate,M21,Module 21,Video,2024-05-27,,Incomplete,,,50,Reading/Writing,27/05/24
E0008,Retail Banking,Associate,M23,Module 23,Webinar,2024-06-17,,Dropped,,,41,Reading/Writing,17/06/24
E0008,Retail Banking,Associate,M25,Module 25,Article,2024-01-07,2024-01-07,Completed,,1.0,46,Reading/Writing,09/01/24
E0008,Retail Banking,Associate,M3,Module 3,Article,2024-05-07,2024-05-09,Completed,,4.0,82,Reading/Writing,11/05/24
E0008,Retail Banking,Associate,M4,Module 4,Quiz,2024-03-19,2024-03-26,Completed,81.0,4.0,80,Reading/Writing,31/03/24
E0008,Retail Banking,Associate,M5,Module 5,Quiz,2024-01-21,2024-01-22,Completed,50.0,5.0,111,Reading/Writing,25/01/24
E0009,Corporate Banking,Senior Associate,M10,Module 10,Video,2024-05-01,2024-05-04,Completed,,1.0,101,Visual,04/05/24
E0009,Corporate Banking,Senior Associate,M12,Module 12,Video,2024-01-23,,Incomplete,,,50,Visual,29/01/24
E0009,Corporate Banking,Senior Associate,M16,Module 16,Quiz,2024-05-16,2024-05-20,Completed,93.0,4.0,11,Visual,31/05/24
E0009,Corporate Banking,Senior Associate,M19,Module 19,Webinar,2024-04-08,,Incomplete,,,4,Visual,20/04/24
E0009,Corporate Banking,Senior Associate,M2,Module 2,Video,2024-03-12,2024-03-13,Completed,,4.0,63,Visual,17/03/24
E0009,Corporate Banking,Senior Associate,M22,Module 22,Quiz,2024-04-17,2024-04-18,Completed,98.0,2.0,32,Visual,21/04/24
E0009,Corporate Banking,Senior Associate,M4,Module 4,Quiz,2024-04-18,2024-04-21,Completed,87.0,2.0,28,Visual,23/04/24
E0009,Corporate Banking,Senior Associate,M5,Module 5,Quiz,2024-04-27,2024-05-03,Completed,75.0,3.0,75,Visual,27/04/24
E0010,Compliance,Senior Manager,M15,Module 15,Video,2024-04-15,2024-04-15,Completed,,5.0,119,Visual,17/04/24
E0010,Compliance,Senior Manager,M17,Module 17,Webinar,2024-05-16,2024-05-24,Completed,,1.0,50,Visual,31/05/24
E0010,Compliance,Senior Manager,M18,Module 18,Quiz,2024-04-16,,Incomplete,,,26,Visual,18/04/24
E0010,Compliance,Senior Manager,M2,Module 2,Video,2024-03-11,2024-03-14,Completed,,2.0,21,Visual,26/03/24
E0010,Compliance,Senior Manager,M20,Module 20,Article,2024-04-07,2024-04-17,Completed,,3.0,66,Visual,16/04/24
E0010,Compliance,Senior Manager,M22,Module 22,Quiz,2024-02-29,2024-03-06,Completed,50.0,5.0,12,Visual,03/03/24
E0010,Compliance,Senior Manager,M23,Module 23,Webinar,2024-04-04,2024-04-13,Completed,,4.0,93,Visual,08/04/24
E0010,Compliance,Senior Manager,M24,Module 24,Article,2024-06-12,2024-06-18,Completed,,5.0,97,Visual,22/06/24
E0010,Compliance,Senior Manager,M25,Module 25,Article,2024-05-21,,Dropped,,,34,Visual,01/06/24
E0010,Compliance,Senior Manager,M3,Module 3,Article,2024-02-26,,Incomplete,,,60,Visual,29/02/24
E0010,Compliance,Senior Manager,M6,Module 6,Quiz,2024-03-15,2024-03-15,Completed,69.0,5.0,82,Visual,25/03/24
E0010,Compliance,Senior Manager,M7,Module 7,Video,2024-04-10,,Incomplete,,,21,Visual,24/04/24
E0010,Compliance,Senior Manager,M8,Module 8,Video,2024-05-30,2024-06-01,Completed,,2.0,11,Visual,11/06/24
E0011,Compliance,Associate,M1,Module 1,Video,2024-04-04,2024-04-10,Completed,,4.0,75,Kinesthetic,13/04/24
E0011,Compliance,Associate,M10,Module 10,Video,2024-01-07,2024-01-17,Completed,,2.0,9,Kinesthetic,10/01/24
E0011,Compliance,Associate,M12,Module 12,Video,2024-06-12,2024-06-21,Completed,,2.0,14,Kinesthetic,16/06/24
E0011,Compliance,Associate,M15,Module 15,Video,2024-04-03,2024-04-12,Completed,,3.0,37,Kinesthetic,13/04/24
E0011,Compliance,Associate,M18,Module 18,Quiz,2024-03-16,,Incomplete,,,37,Kinesthetic,27/03/24
E0011,Compliance,Associate,M2,Module 2,Video,2024-06-17,2024-06-24,Completed,,1.0,37,Kinesthetic,19/06/24
E0011,Compliance,Associate,M23,Module 23,Webinar,2024-06-11,2024-06-11,Completed,,4.0,82,Kinesthetic,21/06/24
E0011,Compliance,Associate,M24,Module 24,Article,2024-02-22,2024-03-02,Completed,,3.0,111,Kinesthetic,02/03/24
E0011,Compliance,Associate,M4,Module 4,Quiz,2024-04-17,,Dropped,,,37,Kinesthetic,17/04/24
E0011,Compliance,Associate,M6,Module 6,Quiz,2024-05-26,,Dropped,,,32,Kinesthetic,07/06/24
E0011,Compliance,Associate,M7,Module 7,Video,2024-01-01,,Incomplete,,,43,Kinesthetic,11/01/24
E0012,Retail Banking,Senior Manager,M10,Module 10,Video,2024-01-27,,Incomplete,,,1,Reading/Writing,27/01/24
E0012,Retail Banking,Senior Manager,M12,Module 12,Video,2024-02-03,2024-02-07,Completed,,1.0,104,Reading/Writing,18/02/24
E0012,Retail Banking,Senior Manager,M13,Module 13,Quiz,2024-06-04,,Incomplete,,,49,Reading/Writing,10/06/24
E0012,Retail Banking,Senior Manager,M15,Module 15,Video,2024-03-08,2024-03-12,Completed,,5.0,12,Reading/Writing,11/03/24
E0012,Retail Banking,Senior Manager,M17,Module 17,Webinar,2024-05-17,2024-05-18,Completed,,1.0,44,Reading/Writing,26/05/24
E0012,Retail Banking,Senior Manager,M18,Module 18,Quiz,2024-02-01,,Incomplete,,,36,Reading/Writing,12/02/24
E0012,Retail Banking,Senior Manager,M19,Module 19,Webinar,2024-05-23,2024-05-28,Completed,,5.0,41,Reading/Writing,04/06/24
E0012,Retail Banking,Senior Manager,M23,Module 23,Webinar,2024-03-17,,Dropped,,,49,Reading/Writing,25/03/24
E0012,Retail Banking,Senior Manager,M24,Module 24,Article,2024-05-09,2024-05-15,Completed,,5.0,55,Reading/Writing,12/05/24
E0012,Retail Banking,Senior Manager,M25,Module 25,Article,2024-06-02,2024-06-04,Completed,,1.0,6,Reading/Writing,09/06/24
E0012,Retail Banking,Senior Manager,M3,Module 3,Article,2024-03-20,2024-03-25,Completed,,3.0,55,Reading/Writing,30/03/24
E0012,Retail Banking,Senior Manager,M5,Module 5,Quiz,2024-04-14,2024-04-18,Completed,89.0,2.0,29,Reading/Writing,26/04/24
E0012,Retail Banking,Senior Manager,M7,Module 7,Video,2024-03-13,2024-03-16,Completed,,3.0,97,Reading/Writing,23/03/24
E0012,Retail Banking,Senior Manager,M9,Module 9,Webinar,2024-04-02,,Dropped,,,58,Reading/Writing,10/04/24
E0013,HR,Senior Manager,M10,Module 10,Video,2024-06-22,2024-06-26,Completed,,1.0,31,Auditory,22/06/24
E0013,HR,Senior Manager,M11,Module 11,Video,2024-04-16,2024-04-16,Completed,,2.0,100,Auditory,22/04/24
E0013,HR,Senior Manager,M13,Module 13,Quiz,2024-06-23,,Dropped,,,28,Auditory,06/07/24
E0013,HR,Senior Manager,M15,Module 15,Video,2024-03-17,2024-03-24,Completed,,3.0,35,Auditory,28/03/24
E0013,HR,Senior Manager,M16,Module 16,Quiz,2024-06-21,2024-06-22,Completed,74.0,1.0,16,Auditory,03/07/24
E0013,HR,Senior Manager,M17,Module 17,Webinar,2024-01-15,,Incomplete,,,19,Auditory,25/01/24
E0013,HR,Senior Manager,M18,Module 18,Quiz,2024-05-06,2024-05-11,Completed,91.0,3.0,37,Auditory,13/05/24
E0013,HR,Senior Manager,M19,Module 19,Webinar,2024-05-11,,Incomplete,,,16,Auditory,14/05/24
E0013,HR,Senior Manager,M20,Module 20,Article,2024-03-04,2024-03-09,Completed,,2.0,82,Auditory,06/03/24
E0013,HR,Senior Manager,M21,Module 21,Video,2024-06-15,,Incomplete,,,20,Auditory,20/06/24
E0013,HR,Senior Manager,M23,Module 23,Webinar,2024-01-10,2024-01-19,Completed,,2.0,50,Auditory,18/01/24
E0013,HR,Senior Manager,M24,Module 24,Article,2024-04-17,2024-04-23,Completed,,4.0,117,Auditory,28/04/24
E0013,HR,Senior Manager,M7,Module 7,Video,2024-06-13,2024-06-23,Completed,,1.0,93,Auditory,23/06/24
E0013,HR,Senior Manager,M8,Module 8,Video,2024-06-12,2024-06-12,Completed,,1.0,57,Auditory,27/06/24
E0013,HR,Senior Manager,M9,Module 9,Webinar,2024-04-05,2024-04-10,Completed,,3.0,44,Auditory,20/04/24
E0014,IT,Senior Manager,M1,Module 1,Video,2024-04-20,,Incomplete,,,4,Kinesthetic,24/04/24
E0014,IT,Senior Manager,M13,Module 13,Quiz,2024-05-01,,Dropped,,,48,Kinesthetic,13/05/24
E0014,IT,Senior Manager,M15,Module 15,Video,2024-03-27,,Incomplete,,,19,Kinesthetic,07/04/24
E0014,IT,Senior Manager,M17,Module 17,Webinar,2024-03-19,2024-03-22,Completed,,3.0,59,Kinesthetic,20/03/24
E0014,IT,Senior Manager,M21,Module 21,Video,2024-05-19,2024-05-22,Completed,,2.0,58,Kinesthetic,28/05/24
E0014,IT,Senior Manager,M24,Module 24,Article,2024-04-03,,Incomplete,,,7,Kinesthetic,12/04/24
E0014,IT,Senior Manager,M25,Module 25,Article,2024-02-15,2024-02-24,Completed,,4.0,87,Kinesthetic,19/02/24
E0014,IT,Senior Manager,M6,Module 6,Quiz,2024-03-12,2024-03-21,Completed,70.0,4.0,33,Kinesthetic,20/03/24
E0014,IT,Senior Manager,M9,Module 9,Webinar,2024-02-28,,Dropped,,,15,Kinesthetic,10/03/24
E0015,HR,Associate,M12,Module 12,Video,2024-05-16,,Incomplete,,,54,Kinesthetic,25/05/24
E0015,HR,Associate,M16,Module 16,Quiz,2024-05-08,2024-05-08,Completed,82.0,1.0,113,Kinesthetic,10/05/24
E0015,HR,Associate,M18,Module 18,Quiz,2024-06-03,,Incomplete,,,26,Kinesthetic,08/06/24
E0015,HR,Associate,M2,Module 2,Video,2024-02-07,2024-02-17,Completed,,5.0,112,Kinesthetic,17/02/24
E0015,HR,Associate,M20,Module 20,Article,2024-01-19,2024-01-27,Completed,,5.0,41,Kinesthetic,28/01/24
E0015,HR,Associate,M21,Module 21,Video,2024-06-18,,Incomplete,,,55,Kinesthetic,25/06/24
E0015,HR,Associate,M25,Module 25,Article,2024-01-12,2024-01-21,Completed,,2.0,38,Kinesthetic,17/01/24
E0015,HR,Associate,M6,Module 6,Quiz,2024-03-13,2024-03-18,Completed,72.0,5.0,88,Kinesthetic,22/03/24
E0015,HR,Associate,M7,Module 7,Video,2024-01-21,2024-01-22,Completed,,1.0,5,Kinesthetic,28/01/24
E0015,HR,Associate,M9,Module 9,Webinar,2024-04-29,,Dropped,,,46,Kinesthetic,01/05/24
E0016,HR,Senior Associate,M1,Module 1,Video,2024-01-19,,Dropped,,,57,Kinesthetic,25/01/24
E0016,HR,Senior Associate,M12,Module 12,Video,2024-01-16,,Incomplete,,,44,Kinesthetic,16/01/24
E0016,HR,Senior Associate,M14,Module 14,Quiz,2024-03-20,,Incomplete,,,3,Kinesthetic,02/04/24
E0016,HR,Senior Associate,M16,Module 16,Quiz,2024-03-03,2024-03-07,Completed,63.0,5.0,15,Kinesthetic,05/03/24
E0016,HR,Senior Associate,M21,Module 21,Video,2024-06-27,2024-06-28,Completed,,1.0,78,Kinesthetic,27/06/24
E0016,HR,Senior Associate,M22,Module 22,Quiz,2024-06-13,2024-06-22,Completed,53.0,5.0,42,Kinesthetic,25/06/24
E0016,HR,Senior Associate,M23,Module 23,Webinar,2024-05-17,2024-05-19,Completed,,4.0,34,Kinesthetic,28/05/24
E0016,HR,Senior Associate,M4,Module 4,Quiz,2024-06-01,,Incomplete,,,6,Kinesthetic,09/06/24
E0016,HR,Senior Associate,M6,Module 6,Quiz,2024-06-13,2024-06-20,Completed,56.0,1.0,102,Kinesthetic,27/06/24
E0016,HR,Senior Associate,M8,Module 8,Video,2024-06-07,2024-06-07,Completed,,1.0,97,Kinesthetic,18/06/24
E0017,Risk,Manager,M1,Module 1,Video,2024-06-01,,Incomplete,,,33,Visual,11/06/24
E0017,Risk,Manager,M10,Module 10,Video,2024-01-04,,Dropped,,,16,Visual,19/01/24
E0017,Risk,Manager,M11,Module 11,Video,2024-05-18,,Dropped,,,4,Visual,31/05/24
E0017,Risk,Manager,M12,Module 12,Video,2024-03-26,,Incomplete,,,56,Visual,03/04/24
E0017,Risk,Manager,M14,Module 14,Quiz,2024-05-03,,Incomplete,,,41,Visual,03/05/24
E0017,Risk,Manager,M19,Module 19,Webinar,2024-06-03,2024-06-03,Completed,,2.0,99,Visual,07/06/24
E0017,Risk,Manager,M2,Module 2,Video,2024-02-01,,Dropped,,,54,Visual,01/02/24
E0017,Risk,Manager,M21,Module 21,Video,2024-03-24,,Dropped,,,42,Visual,30/03/24
E0017,Risk,Manager,M23,Module 23,Webinar,2024-05-02,,Dropped,,,53,Visual,06/05/24
E0017,Risk,Manager,M24,Module 24,Article,2024-01-17,2024-01-21,Completed,,5.0,73,Visual,17/01/24
E0017,Risk,Manager,M25,Module 25,Article,2024-02-19,2024-02-28,Completed,,2.0,105,Visual,23/02/24
E0017,Risk,Manager,M5,Module 5,Quiz,2024-01-27,2024-01-30,Completed,55.0,3.0,50,Visual,29/01/24
E0017,Risk,Manager,M6,Module 6,Quiz,2024-05-10,2024-05-16,Completed,59.0,5.0,15,Visual,25/05/24
E0017,Risk,Manager,M9,Module 9,Webinar,2024-04-06,2024-04-11,Completed,,4.0,42,Visual,10/04/24
E0018,Retail Banking,Manager,M1,Module 1,Video,2024-01-28,,Incomplete,,,31,Auditory,09/02/24
E0018,Retail Banking,Manager,M10,Module 10,Video,2024-04-14,2024-04-16,Completed,,4.0,52,Auditory,28/04/24
E0018,Retail Banking,Manager,M12,Module 12,Video,2024-03-31,2024-04-01,Completed,,2.0,95,Auditory,08/04/24
E0018,Retail Banking,Manager,M13,Module 13,Quiz,2024-04-07,2024-04-14,Completed,77.0,2.0,98,Auditory,07/04/24
E0018,Retail Banking,Manager,M14,Module 14,Quiz,2024-03-12,2024-03-13,Completed,70.0,2.0,28,Auditory,23/03/24
E0018,Retail Banking,Manager,M17,Module 17,Webinar,2024-05-20,,Incomplete,,,8,Auditory,30/05/24
E0018,Retail Banking,Manager,M18,Module 18,Quiz,2024-01-15,,Dropped,,,44,Auditory,23/01/24
E0018,Retail Banking,Manager,M2,Module 2,Video,2024-05-15,2024-05-20,Completed,,3.0,81,Auditory,23/05/24
E0018,Retail Banking,Manager,M20,Module 20,Article,2024-02-09,,Incomplete,,,52,Auditory,19/02/24
E0018,Retail Banking,Manager,M21,Module 21,Video,2024-04-06,2024-04-15,Completed,,1.0,21,Auditory,09/04/24
E0018,Retail Banking,Manager,M7,Module 7,Video,2024-04-14,2024-04-14,Completed,,3.0,64,Auditory,24/04/24
E0019,IT,Senior Manager,M10,Module 10,Video,2024-02-06,2024-02-11,Completed,,5.0,105,Reading/Writing,16/02/24
E0019,IT,Senior Manager,M12,Module 12,Video,2024-03-06,,Incomplete,,,10,Reading/Writing,14/03/24
E0019,IT,Senior Manager,M14,Module 14,Quiz,2024-05-04,2024-05-14,Completed,51.0,4.0,78,Reading/Writing,05/05/24
E0019,IT,Senior Manager,M15,Module 15,Video,2024-01-25,,Incomplete,,,6,Reading/Writing,26/01/24
E0019,IT,Senior Manager,M2,Module 2,Video,2024-02-27,,Incomplete,,,49,Reading/Writing,28/02/24
E0019,IT,Senior Manager,M21,Module 21,Video,2024-06-06,2024-06-09,Completed,,3.0,117,Reading/Writing,17/06/24
E0019,IT,Senior Manager,M23,Module 23,Webinar,2024-01-04,2024-01-05,Completed,,5.0,105,Reading/Writing,11/01/24
E0019,IT,Senior Manager,M3,Module 3,Article,2024-03-23,,Incomplete,,,44,Reading/Writing,02/04/24
E0020,Retail Banking,VP,M10,Module 10,Video,2024-03-19,,Incomplete,,,47,Reading/Writing,29/03/24
